Protein,Ligand,Diffdock,Total
Orai1WT-MDSnap-Fr400_cleaned,DEP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DES_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DFA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DFP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DHR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DIF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DII_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DIO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DMB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DMF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DMS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DMW_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DMZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DNQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DP4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DPJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DPN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DPT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DQN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DSM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DTD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DTL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DTY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DXE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DXX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DZ1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DZ2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DZ3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,DZZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,E1P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,E4B_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EAO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EDN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EF6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EI3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EMR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ENO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EOU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ESA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ETF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ETM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ETZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,EYK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,F3F_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,F6B_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FAC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FBA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FBC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FBS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FBT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FBU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FCR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FFB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FGL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FHC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FLA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FNP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FOS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FPI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FPO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FUM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,G1L_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,G2H_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,G50_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GAI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GB5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GBN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GBS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GD7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GD8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GG5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GHP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GJZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GOL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GP6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GUA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GVC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GVN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GVO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GVQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GZB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,H11_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,H3P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HAI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HBA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HC4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HCI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HFA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HFT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HG0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HGB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HHH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HLT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HPH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HPP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HPQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HPS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HQE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HQQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HS6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HS7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HXP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HY1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,I15_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IBO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IBP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IC1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ICF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IET_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IFP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IGL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ILW_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,INV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IOE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IOF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IOL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IOY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IPA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IPH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IS2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ISA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ISO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ISP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IXX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,J5Z_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JAL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JBC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,K94_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,KZF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,L02_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LAZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LCO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LCP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LJ1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LJ2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LJ3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LJ4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LJ5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LL2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LZ4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LZ8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LZE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LZJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LZK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,M0N_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,M25_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,M28_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MAE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MAH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MAK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MBN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MBO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MBT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MD7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MDD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MDN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MES_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MF3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MFG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MGR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MLA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MLI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MM3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MMQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MNN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MNY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MOO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MOS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MPB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MPO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MPX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MR4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MR5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MR6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MRE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MSB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MSR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MTN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MXT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,N2P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,N4E_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,N5B_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,N6W_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NAF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NBU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NDD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NEN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NEQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NET_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NFA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NHE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NIN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NIZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NNB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NNC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NNI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NO3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NPO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NTD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NYL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ODS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OMO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OPP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OSP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OX3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OX5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OX6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OX7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OXC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OXD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,P2Z_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PAB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PAC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PB2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PBA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PBC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PBN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PBR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PCB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PCQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PCR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PCS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PDC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PDO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PEA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PEL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PFB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PFL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PH3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PHT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PIH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PIM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PIT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PIU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PLU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PMA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PMB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PMS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PN6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PO4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PP1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PP2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PPK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PPT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PPV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PPY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PRA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PRL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PS5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PSY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PTD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PTU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PUT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PYE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PYU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PZE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,QA9_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R1F_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RCO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RCX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RE2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RF1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RF2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RIS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RJ6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RMN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RNO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ROK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RSO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,S3V_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SAN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SBE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SBN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SBO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SBZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SE4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SFY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SIF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SIN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SMN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SNO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SO2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SO4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SS2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,STC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,STF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,STL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SVA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SXX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SYR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,T13_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,T2D_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,T2M_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TAR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TAS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TBF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TBP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TBU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TCA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TCO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TCV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TCZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TF4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TF9_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TFL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TFM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TFQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TIK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TLA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TMA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TMM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TNE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TNF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TNL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TP0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TPA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TPB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TPR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TQ5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TRI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TRS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TSU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TTN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TYB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TYC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TYI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TYL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TYR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TYZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,U32_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,U55_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UA5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UAS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UN3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UQA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,URE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,URS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,V35_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,V36_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,V4O_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VES_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VII_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VSO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VVM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,W1P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,WSK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,WWZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,WYB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XB2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XEW_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XP1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XQZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XZ5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,YAN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,YPQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,YRL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,YTT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,YTZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ZHZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ZOL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ZYS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ZYX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,007_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,010_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,08D_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,0A9_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,13X_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,144_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,150_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,152_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,171_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,173_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,174_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,178_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1AL_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1BN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1CM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1CY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1JZ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1K5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1OH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1PC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1WE_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,201_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,205_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,210_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,21B_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,221_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,22F_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,231_ideal,11,11
