Protein,Ligand,Diffdock,Total
Orai1WT-MDSnap-Fr400_cleaned,FI8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FJ0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FMM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FR1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FRB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FRE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FRH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FRI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FUG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,FXG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,G65_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GBM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GCG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GEL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GL8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GLE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GNF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GP3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GTA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GTG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GTY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,GV0_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,H4M_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HAL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HAZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HDC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HDS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HDY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HMG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HOP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HSF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HXA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HXC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,HYC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,I12_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,I50_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,I6H_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IBI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IDB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IH4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,IK7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,INA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,INB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,J12_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,J15_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,J78_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,J80_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,J8C_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JAS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JE2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JER_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JEU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JHN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JJH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JNK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,JPR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,K3R_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,K5O_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,KAB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,KHF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,KLN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,KNT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,KOS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,KTY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,L17_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,L1P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,L24_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,L3P_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,L41_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,L75_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LDM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LEH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LHG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LIL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LIM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LK2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LK3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LMU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LPS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LTD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LTX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LVO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,LYB_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MA4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MAY_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MCA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MCN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MDE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MGE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MGM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MIM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MJV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MK1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MK6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MLC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MLD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MMI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MPG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MPZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MQ7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MRC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MS1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MS3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MWV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MXP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MYP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,MYX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,N7R_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,N8E_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NAD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NAE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NAI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NAJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NAP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NAQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NBC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NBP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NDA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NDC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NDP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NE6_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NHM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NHO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NMX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NOV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NTU_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NXX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,NZQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,O8N_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ODD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ODT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OFF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OHH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OHM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OHN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,OKA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,P1L_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,P30_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,P40_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,P48_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,P5B_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,P5S_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,P89_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PAD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PCM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PD7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PE5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PE7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PGM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PIE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PKF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PL3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PLM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PM4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PM5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PNF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PNT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PPX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PQN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PRT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PSI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PTG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PUA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,PVC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,Q8U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,QCM_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,QDH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,QFC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,QO4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R03_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R0Z_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R19_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R1H_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R1L_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R64_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R71_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R78_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,R79_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RA4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RA8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RAP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RCL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RD8_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RFL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RGA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RGC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RIT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ROC_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RRX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RX5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RXD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RYO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,RYW_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,S1H_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,S4R_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SAE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SCA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SCO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SDZ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SEI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SFA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SNA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SND_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SPF_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SPR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SPX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SQL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SQS_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SS4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,STE_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,STI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SUD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SXH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,SXO_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,T3X_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,T4T_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,T57_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,T5A_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,T87_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TAP_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TCH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TD2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TDT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TEL_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TF3_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,THT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TR1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TS4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TS5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TUD_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TUI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TUX_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TYK_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TZ4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,TZ5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,U04_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UAG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UDH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UK4_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UKA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ULA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UMA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UMG_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UMQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UP5_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,UR2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,V6G_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VCA_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VIV_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VS2_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VTQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,VXI_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,W35_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,W42_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,W43_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,W56_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,W59_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,W71_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,W8R_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,WVN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,X2N_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,X4U_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XAT_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XB7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XIN_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XMJ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XNH_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,XR1_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,Y9J_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,YG7_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,YHR_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,YKQ_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,Z6V_ideal,11,11
Orai1WT-MDSnap-Fr400_cleaned,ZIY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,05J_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,07J_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,0LI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,11U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,128_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,140_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,146_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,169_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,17F_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1JY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1L3_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1N1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,1VU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,21V_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,243_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,276_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,27U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2CA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2CP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2ED_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2I4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2MC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2RD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2S8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2TA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,2YB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,30B_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,32U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,347_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,34W_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,385_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,38P_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3B9_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3CB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3H4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3HC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3IN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3N6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,3ZC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,442_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,46U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4CA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4CC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4CO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4EA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4HD_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4IF_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,4UH_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,50U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,54J_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,570_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,587_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,59U_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5CB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5D5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5FA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5MV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5PI_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5X6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,5YM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,626_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,63J_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,63K_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,65C_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,66T_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6E2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6EJ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6FA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6GY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6K9_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6SA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,6ZV_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,710_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,711_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,740_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,742_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,74T_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7AK_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7I4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7IX_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7RU_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7T1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7TB_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7X1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,7Y5_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,80I_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,8I2_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,8JC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,8PP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,8QW_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,8RC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,8VP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,8X7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,8XJ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,919_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,964_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,96Q_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9AJ_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9B0_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9HO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9IN_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9N6_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9SC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,9TP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1AAC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1AF4_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1APA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1AZ7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1BLM_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1BPC_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1CB7_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1CEA_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1D8M_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1D8Y_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1E_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1H3T_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1JMR_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1JS8_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1JSO_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1JTY_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1L66_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1LXP_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A1LY1_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A2E_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A3D_ideal,11,11
Orai1WT-MDSnap-Fr499_cleaned,A4I_ideal,11,11
