key,expected,actual,ok,source
table_18[AutoDock (gnina-opt)].k1.near,37.3,np.float64(37.3),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock (gnina-opt)].k1.valid,36.6,np.float64(36.6),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock (gnina-opt)].k5.near,62.0,np.float64(62.0),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock (gnina-opt)].k5.valid,60.7,np.float64(60.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock (gnina-opt)].k10.near,65.0,np.float64(65.0),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock (gnina-opt)].k10.valid,64.0,np.float64(64.0),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock (gnina-opt)].k15.near,66.3,np.float64(66.3),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[AutoDock (gnina-opt)].k15.valid,65.3,np.float64(65.3),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (raw)].k1.near,33.7,np.float64(33.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (raw)].k1.valid,18.2,np.float64(18.2),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (raw)].k5.near,44.6,np.float64(44.6),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (raw)].k5.valid,25.4,np.float64(25.4),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (raw)].k10.near,48.2,np.float64(48.2),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (raw)].k10.valid,28.7,np.float64(28.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (raw)].k15.near,49.8,np.float64(49.8),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (raw)].k15.valid,31.0,np.float64(31.0),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock + smina].k1.near,35.3,np.float64(35.3),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock + smina].k1.valid,34.0,np.float64(34.0),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock + smina].k5.near,48.8,np.float64(48.8),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock + smina].k5.valid,47.5,np.float64(47.5),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock + smina].k10.near,53.5,np.float64(53.5),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock + smina].k10.valid,52.5,np.float64(52.5),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock + smina].k15.near,56.1,np.float64(56.1),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock + smina].k15.valid,55.1,np.float64(55.1),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (gnina-opt)].k1.near,35.6,np.float64(35.6),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (gnina-opt)].k1.valid,34.3,np.float64(34.3),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (gnina-opt)].k5.near,49.2,np.float64(49.2),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (gnina-opt)].k5.valid,48.2,np.float64(48.2),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (gnina-opt)].k10.near,52.8,np.float64(52.8),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (gnina-opt)].k10.valid,51.8,np.float64(51.8),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (gnina-opt)].k15.near,56.1,np.float64(56.1),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[DiffDock (gnina-opt)].k15.valid,55.1,np.float64(55.1),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (raw)].k1.near,1.3,np.float64(1.3),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (raw)].k1.valid,0.7,np.float64(0.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (raw)].k5.near,3.0,np.float64(3.0),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (raw)].k5.valid,0.7,np.float64(0.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (raw)].k10.near,4.0,np.float64(4.0),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (raw)].k10.valid,0.7,np.float64(0.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (raw)].k15.near,5.9,np.float64(5.9),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (raw)].k15.valid,0.7,np.float64(0.7),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (gnina-opt)].k1.near,18.8,np.float64(18.8),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (gnina-opt)].k1.valid,18.2,np.float64(18.2),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (gnina-opt)].k5.near,25.1,np.float64(25.1),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (gnina-opt)].k5.valid,24.1,np.float64(24.1),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (gnina-opt)].k10.near,27.4,np.float64(27.4),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (gnina-opt)].k10.valid,26.4,np.float64(26.4),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (gnina-opt)].k15.near,27.4,np.float64(27.4),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_18[EquiBind (gnina-opt)].k15.valid,26.4,np.float64(26.4),True,"body_appendix_short.tex, tab:appendix-top-k-recovery"
table_19.family_size,16,16,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k1.raw,31.4,np.float64(31.4),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k1.opt,37.3,np.float64(37.3),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k1.raw_wins,21,21,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k1.opt_wins,39,39,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k5.raw,50.8,np.float64(50.8),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k5.opt,62.0,np.float64(62.0),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k5.raw_wins,3,3,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k5.opt_wins,37,37,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k10.raw,58.7,np.float64(58.7),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k10.opt,65.0,np.float64(65.0),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k10.raw_wins,3,3,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k10.opt_wins,22,22,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k15.raw,61.1,np.float64(61.1),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k15.opt,66.3,np.float64(66.3),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k15.raw_wins,1,1,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k15.opt_wins,17,17,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k1.raw,33.7,np.float64(33.7),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k1.opt,35.3,np.float64(35.3),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k1.raw_wins,1,1,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k1.opt_wins,6,6,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k5.raw,44.6,np.float64(44.6),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k5.opt,48.8,np.float64(48.8),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k5.raw_wins,5,5,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k5.opt_wins,18,18,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k10.raw,48.2,np.float64(48.2),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k10.opt,53.5,np.float64(53.5),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k10.raw_wins,5,5,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k10.opt_wins,21,21,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k15.raw,49.8,np.float64(49.8),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k15.opt,56.1,np.float64(56.1),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k15.raw_wins,5,5,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock + smina].k15.opt_wins,24,24,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k1.raw,33.7,np.float64(33.7),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k1.opt,35.6,np.float64(35.6),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k1.raw_wins,2,2,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k1.opt_wins,8,8,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k5.raw,44.6,np.float64(44.6),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k5.opt,49.2,np.float64(49.2),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k5.raw_wins,5,5,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k5.opt_wins,19,19,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k10.raw,48.2,np.float64(48.2),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k10.opt,52.8,np.float64(52.8),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k10.raw_wins,6,6,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k10.opt_wins,20,20,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k15.raw,49.8,np.float64(49.8),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k15.opt,56.1,np.float64(56.1),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k15.raw_wins,6,6,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k15.opt_wins,25,25,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k1.raw,1.3,np.float64(1.3),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k1.opt,18.8,np.float64(18.8),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k1.raw_wins,2,2,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k1.opt_wins,55,55,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k5.raw,3.0,np.float64(3.0),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k5.opt,25.1,np.float64(25.1),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k5.raw_wins,2,2,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k5.opt_wins,69,69,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k10.raw,4.0,np.float64(4.0),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k10.opt,27.4,np.float64(27.4),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k10.raw_wins,1,1,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k10.opt_wins,72,72,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k15.raw,5.9,np.float64(5.9),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k15.opt,27.4,np.float64(27.4),True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k15.raw_wins,1,1,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k15.opt_wins,66,66,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar"
table_20[DiffDock/near-native].1-10/smina,0.6,np.float64(0.61),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native].1-10/gnina,0.7,np.float64(0.71),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native].11-20/smina,0.1,np.float64(0.06),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native].11-20/gnina,0.1,np.float64(0.06),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native].21-30/smina,0.5,np.float64(0.49),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native].21-30/gnina,0.4,np.float64(0.42),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/PoseBusters-valid].1-10/smina,57,np.float64(57.47),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/PoseBusters-valid].1-10/gnina,59,np.float64(58.59),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/PoseBusters-valid].11-20/smina,60,np.float64(59.74),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/PoseBusters-valid].11-20/gnina,62,np.float64(62.13),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/PoseBusters-valid].21-30/smina,63,np.float64(63.09),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/PoseBusters-valid].21-30/gnina,67,np.float64(67.41),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native and PB-valid].1-10/smina,12.9,np.float64(12.93),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native and PB-valid].1-10/gnina,13.0,np.float64(12.99),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native and PB-valid].11-20/smina,7.7,np.float64(7.71),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native and PB-valid].11-20/gnina,7.6,np.float64(7.64),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native and PB-valid].21-30/smina,5.2,np.float64(5.22),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[DiffDock/near-native and PB-valid].21-30/gnina,5.2,np.float64(5.22),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native].1-10/smina,4.4,np.float64(4.36),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native].1-10/gnina,4.6,np.float64(4.59),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native].11-20/smina,3.5,np.float64(3.5),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native].11-20/gnina,4.4,np.float64(4.36),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native].21-30/smina,3.7,np.float64(3.7),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native].21-30/gnina,4.1,np.float64(4.1),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/PoseBusters-valid].1-10/smina,48,np.float64(48.18),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/PoseBusters-valid].1-10/gnina,58,np.float64(58.25),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/PoseBusters-valid].11-20/smina,49,np.float64(48.58),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/PoseBusters-valid].11-20/gnina,59,np.float64(58.84),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/PoseBusters-valid].21-30/smina,48,np.float64(48.48),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/PoseBusters-valid].21-30/gnina,60,np.float64(60.17),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native and PB-valid].1-10/smina,4.8,np.float64(4.79),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native and PB-valid].1-10/gnina,5.0,np.float64(4.98),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native and PB-valid].11-20/smina,4.1,np.float64(4.06),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native and PB-valid].11-20/gnina,5.0,np.float64(5.02),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native and PB-valid].21-30/smina,4.2,np.float64(4.16),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_20[EquiBind/near-native and PB-valid].21-30/gnina,4.7,np.float64(4.69),True,"body_appendix_short.tex, tab:appendix-refinement-bands"
table_21.family_size,16,16,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.base,37.3,np.float64(37.3),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.comp,33.7,np.float64(33.7),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.base_wins,62,62,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.comp_wins,51,51,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.p_holm,0.6938,0.6938,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.base,62.0,np.float64(62.0),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.comp,44.6,np.float64(44.6),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.base_wins,100,100,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.comp_wins,47,47,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.p_holm,0.0001176,0.0001176,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.base,65.0,np.float64(65.0),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.comp,48.2,np.float64(48.2),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.base_wins,99,99,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.comp_wins,48,48,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.p_holm,0.0002199,0.0002199,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.base,66.3,np.float64(66.3),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.comp,49.8,np.float64(49.8),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.base_wins,99,99,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.comp_wins,49,49,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.p_holm,0.0002897,0.0002897,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.base,37.3,np.float64(37.3),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.comp,35.6,np.float64(35.6),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.base_wins,60,60,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.comp_wins,55,55,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.p_holm,0.7093,0.7093,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.base,62.0,np.float64(62.0),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.comp,49.2,np.float64(49.2),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.base_wins,89,89,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.comp_wins,50,50,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.p_holm,0.00594,0.00594,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k10.base,65.0,np.float64(65.0),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k10.comp,52.8,np.float64(52.8),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k10.base_wins,87,87,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k10.comp_wins,50,50,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k10.p_holm,0.007955,0.007955,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k15.base,66.3,np.float64(66.3),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k15.comp,56.1,np.float64(56.1),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k15.base_wins,83,83,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k15.comp_wins,52,52,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k15.p_holm,0.02869,0.02869,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[DiffDock (gnina-opt) -> EquiBind (gnina-opt)].k1.base,35.6,np.float64(35.6),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[DiffDock (gnina-opt) -> EquiBind (gnina-opt)].k1.comp,18.8,np.float64(18.8),True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
table_21[DiffDock (gnina-opt) -> EquiBind (gnina-opt)].k1.base_wins,68,68,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar"
